EmployeeID,EventType,EffectiveDate,PreviousValue,NewValue,Salary_EGP,IsTerminated
EMP-13039,HIRE,2017-03-20,,الجيزة - الدقي,9607,0
EMP-15866,HIRE,2017-03-21,,الجيزة - الدقي,13601,0
EMP-13052,HIRE,2017-03-22,,فرع المعادي,10087,0
EMP-11240,HIRE,2017-03-22,,القاهره المعادي,13285,0
EMP-13452,HIRE,2017-03-22,,القاهره المعادي,19247,0
EMP-14147,HIRE,2017-03-23,,فرع المعادي,16153,0
EMP-15356,HIRE,2017-03-25,,بورسعيد,14826,0
EMP-10088,HIRE,2017-03-25,,سموحة,10691,0
EMP-11845,HIRE,2017-03-26,,التجمع,17902,0
EMP-13015,HIRE,2017-03-26,,فرع المعادي,8954,0
EMP-11685,HIRE,2017-03-27,,القاهره المعادي,17101,0
EMP-11469,HIRE,2017-03-27,,سموحة,19902,0
EMP-10915,HIRE,2017-03-27,,الدقي,11066,0
EMP-12151,HIRE,2017-03-28,,فرع المعادي,11497,0
EMP-10803,HIRE,2017-03-28,,بورسعيد - الشرق,10443,0
EMP-10528,HIRE,2017-03-30,,فرع المعادي,7542,0
EMP-15462,HIRE,2017-03-31,,الدقي,8338,0
EMP-10516,HIRE,2017-03-31,,بورسعيد - الشرق,15913,0
EMP-11362,HIRE,2017-03-31,,الجيزة - الدقي,18190,0
EMP-12634,HIRE,2017-04-01,,الإسكندرية - سموحة,18946,0
EMP-12070,HIRE,2017-04-02,,الدقي,19250,0
EMP-11016,HIRE,2017-04-02,,الإسكندرية - سموحة,11560,0
EMP-16271,HIRE,2017-04-02,,الجيزة - الدقي,16000,0
EMP-15985,HIRE,2017-04-03,,الجيزة - الدقي,11646,0
EMP-11953,HIRE,2017-04-03,,التجمع,8508,0
EMP-11787,HIRE,2017-04-03,,القاهرة - المعادي,19982,0
EMP-15044,HIRE,2017-04-03,,الإسكندرية - سموحة,11855,0
EMP-15124,HIRE,2017-04-03,,فرع المعادي,18235,0
EMP-11431,HIRE,2017-04-04,,القاهرة - التجمع الخامس,7492,0
EMP-12715,HIRE,2017-04-04,,الجيزة - الدقي,19925,0
EMP-16949,HIRE,2017-04-04,,سموحة,18458,0
EMP-10693,TRANSFER,2017-04-04,بورسعيد - الشرق,الدقي,15570,0
EMP-12606,HIRE,2017-04-07,,الإسكندرية - سموحة,9330,0
EMP-13886,HIRE,2017-04-07,,الجيزة - الدقي,18038,0
EMP-10680,HIRE,2017-04-08,,القاهره المعادي,12455,0
EMP-16845,HIRE,2017-04-10,,بورسعيد - الشرق,17013,0
EMP-12645,HIRE,2017-04-13,,الاسكندرية سموحة,8647,0
EMP-15049,HIRE,2017-04-13,,بورسعيد - الشرق,13704,0
EMP-14366,HIRE,2017-04-14,,بورسعيد,18343,0
EMP-11110,HIRE,2017-04-14,,الاسكندرية سموحة,9181,0
EMP-15155,HIRE,2017-04-15,,الدقي,11064,0
EMP-14039,HIRE,2017-04-15,,القاهره المعادي,10695,0
EMP-11714,HIRE,2017-04-15,,الاسكندرية سموحة,9796,0
EMP-11703,HIRE,2017-04-16,,الدقي,7976,0
EMP-16161,HIRE,2017-04-18,,بورسعيد - الشرق,9199,0
EMP-13218,HIRE,2017-04-18,,بورسعيد - الشرق,19917,0
EMP-13124,HIRE,2017-04-18,,القاهرة - المعادي,14961,0
EMP-14093,HIRE,2017-04-18,,القاهرة - المعادي,15503,0
EMP-10124,HIRE,2017-04-18,,الإسكندرية - سموحة,11505,0
EMP-11147,HIRE,2017-04-18,,سموحة,14744,0
EMP-13673,HIRE,2017-04-19,,بورسعيد,9287,0
EMP-15904,HIRE,2017-04-19,,القاهرة - التجمع الخامس,16698,0
EMP-12138,HIRE,2017-04-19,,سموحة,11322,0
EMP-11025,HIRE,2017-04-19,,الجيزة - الدقي,9548,0
EMP-14702,HIRE,2017-04-20,,سموحة,10528,0
EMP-11388,HIRE,2017-04-20,,الدقي,16682,0
EMP-10561,HIRE,2017-04-20,,الدقي,16565,0
EMP-12791,HIRE,2017-04-22,,بورسعيد - الشرق,12743,0
EMP-10763,HIRE,2017-04-22,,القاهره المعادي,8658,0
EMP-10710,HIRE,2017-04-22,,الدقي,14155,0
EMP-12381,HIRE,2017-04-23,,القاهرة - التجمع الخامس,17025,0
EMP-12756,HIRE,2017-04-23,,الاسكندرية سموحة,7203,0
EMP-10883,HIRE,2017-04-23,,الإسكندرية - سموحة,7076,0
EMP-16744,TRANSFER,2017-04-23,بورسعيد,الدقي,10701,0
EMP-15065,HIRE,2017-04-24,,التجمع,16767,0
EMP-15538,HIRE,2017-04-24,,بورسعيد - الشرق,17268,0
EMP-12618,HIRE,2017-04-24,,التجمع,10678,0
EMP-16373,HIRE,2017-04-24,,الإسكندرية - سموحة,12099,0
EMP-10523,HIRE,2017-04-24,,الجيزة - الدقي,9292,0
EMP-14520,HIRE,2017-04-25,,فرع المعادي,9843,0
EMP-15579,HIRE,2017-04-25,,بورسعيد - الشرق,18816,0
EMP-15875,HIRE,2017-04-26,,القاهره المعادي,10377,0
EMP-12937,HIRE,2017-04-27,,الجيزة - الدقي,10243,0
EMP-13479,HIRE,2017-04-27,,القاهره المعادي,17476,0
EMP-15320,HIRE,2017-04-28,,التجمع,12213,0
EMP-10360,HIRE,2017-04-28,,الاسكندرية سموحة,12034,0
EMP-16647,HIRE,2017-04-29,,فرع المعادي,12074,0
EMP-13057,HIRE,2017-04-30,,الاسكندرية سموحة,17436,0
EMP-10354,HIRE,2017-04-30,,القاهرة - المعادي,10854,0
EMP-12635,HIRE,2017-05-02,,بورسعيد - الشرق,9502,0
EMP-13948,HIRE,2017-05-02,,الدقي,8608,0
EMP-13017,HIRE,2017-05-03,,بورسعيد - الشرق,13687,0
EMP-13683,HIRE,2017-05-03,,فرع المعادي,7366,0
EMP-15103,HIRE,2017-05-04,,التجمع,16259,0
EMP-15656,HIRE,2017-05-04,,بورسعيد - الشرق,9277,0
EMP-11620,HIRE,2017-05-05,,الاسكندرية سموحة,13343,0
EMP-11647,TRANSFER,2017-05-05,فرع المعادي,القاهرة - التجمع الخامس,10753,0
EMP-10702,HIRE,2017-05-05,,بورسعيد,19841,0
EMP-12739,HIRE,2017-05-06,,الدقي,9996,0
EMP-11911,HIRE,2017-05-06,,الجيزة - الدقي,14914,0
EMP-14966,HIRE,2017-05-06,,بورسعيد,18942,0
EMP-16580,HIRE,2017-05-06,,فرع المعادي,7708,0
EMP-12447,HIRE,2017-05-07,,الجيزة - الدقي,19540,0
EMP-16736,TERMINATION,2017-05-07,ACTIVE,NULL,16128,1
EMP-12072,HIRE,2017-05-08,,القاهرة - المعادي,9963,0
EMP-11950,PROMOTION,2017-05-09,14082,20539,20539,0
EMP-14337,HIRE,2017-05-09,,بورسعيد - الشرق,11922,0
EMP-15597,HIRE,2017-05-09,,القاهره المعادي,14751,0
EMP-14257,HIRE,2017-05-09,,القاهره المعادي,19381,0
EMP-14214,HIRE,2017-05-10,,القاهرة - التجمع الخامس,7620,0
EMP-14850,HIRE,2017-05-10,,القاهرة - التجمع الخامس,11469,0
EMP-14462,HIRE,2017-05-11,,القاهره المعادي,16367,0
EMP-15313,HIRE,2017-05-12,,القاهره المعادي,13473,0
EMP-13661,HIRE,2017-05-12,,التجمع,15510,0
EMP-11149,HIRE,2017-05-12,,الاسكندرية سموحة,10660,0
EMP-11353,HIRE,2017-05-13,,التجمع,9057,0
EMP-10298,HIRE,2017-05-13,,الاسكندرية سموحة,17829,0
EMP-11469,TRANSFER,2017-05-14,سموحة,الدقي,19902,0
EMP-14728,HIRE,2017-05-14,,بورسعيد,13306,0
EMP-11789,HIRE,2017-05-14,,القاهرة - المعادي,19738,0
EMP-12387,HIRE,2017-05-14,,التجمع,7433,0
EMP-12776,HIRE,2017-05-15,,بورسعيد,10952,0
EMP-16462,HIRE,2017-05-15,,الجيزة - الدقي,11131,0
EMP-16493,HIRE,2017-05-16,,سموحة,13111,0
EMP-15825,HIRE,2017-05-16,,القاهرة - المعادي,18422,0
EMP-10457,HIRE,2017-05-16,,بورسعيد,7046,0
EMP-12324,PROMOTION,2017-05-17,13791,16937,16937,0
EMP-12969,HIRE,2017-05-18,,الاسكندرية سموحة,8246,0
EMP-10306,HIRE,2017-05-18,,الإسكندرية - سموحة,14720,0
EMP-13255,HIRE,2017-05-18,,سموحة,12007,0
EMP-15789,HIRE,2017-05-18,,سموحة,14960,0
EMP-14055,HIRE,2017-05-19,,بورسعيد - الشرق,9000,0
EMP-10737,HIRE,2017-05-19,,بورسعيد - الشرق,8332,0
EMP-16163,HIRE,2017-05-19,,الدقي,13099,0
EMP-12586,HIRE,2017-05-19,,فرع المعادي,10095,0
EMP-11935,HIRE,2017-05-20,,الإسكندرية - سموحة,14587,0
EMP-15068,HIRE,2017-05-20,,التجمع,9623,0
EMP-15734,HIRE,2017-05-21,,الدقي,14585,0
EMP-13470,HIRE,2017-05-21,,فرع المعادي,16943,0
EMP-10008,HIRE,2017-05-22,,القاهره المعادي,14074,0
EMP-10907,HIRE,2017-05-23,,القاهرة - المعادي,19217,0
EMP-11791,HIRE,2017-05-23,,سموحة,18468,0
EMP-10431,HIRE,2017-05-24,,القاهرة - التجمع الخامس,11071,0
EMP-16367,HIRE,2017-05-24,,سموحة,12763,0
EMP-10469,HIRE,2017-05-25,,القاهرة - التجمع الخامس,14764,0
EMP-12845,HIRE,2017-05-26,,الدقي,9772,0
EMP-10633,HIRE,2017-05-27,,بورسعيد - الشرق,17293,0
EMP-15750,PROMOTION,2017-05-27,9811,12732,12732,0
EMP-15081,HIRE,2017-05-27,,الاسكندرية سموحة,16726,0
EMP-12844,HIRE,2017-05-27,,الاسكندرية سموحة,12859,0
EMP-12933,HIRE,2017-05-28,,القاهرة - التجمع الخامس,19911,0
EMP-10114,HIRE,2017-05-28,,بورسعيد,7325,0
EMP-16094,HIRE,2017-05-29,,سموحة,16779,0
EMP-14996,HIRE,2017-05-29,,بورسعيد - الشرق,7303,0
EMP-15281,HIRE,2017-05-29,,الاسكندرية سموحة,18045,0
EMP-13577,TRANSFER,2017-05-30,بورسعيد,الدقي,18938,0
EMP-16437,HIRE,2017-05-31,,الإسكندرية - سموحة,9815,0
EMP-13298,HIRE,2017-05-31,,القاهرة - التجمع الخامس,7280,0
EMP-14312,HIRE,2017-05-31,,بورسعيد,9550,0
EMP-11763,PROMOTION,2017-06-02,17293,19926,19926,0
EMP-13011,PROMOTION,2017-06-02,18682,26401,26401,0
EMP-11503,HIRE,2017-06-03,,التجمع,12776,0
EMP-12942,HIRE,2017-06-04,,القاهره المعادي,10941,0
EMP-16531,PROMOTION,2017-06-06,9939,17234,17234,0
EMP-13613,HIRE,2017-06-08,,سموحة,18855,0
EMP-10204,HIRE,2017-06-09,,الاسكندرية سموحة,15487,0
EMP-10076,HIRE,2017-06-09,,بورسعيد - الشرق,18399,0
EMP-15149,HIRE,2017-06-10,,فرع المعادي,19038,0
EMP-16113,HIRE,2017-06-10,,الجيزة - الدقي,7969,0
EMP-10743,TRANSFER,2017-06-10,الجيزة - الدقي,الإسكندرية - سموحة,15778,0
EMP-10997,HIRE,2017-06-11,,الإسكندرية - سموحة,7885,0
EMP-12338,HIRE,2017-06-11,,بورسعيد,13160,0
EMP-13276,HIRE,2017-06-11,,بورسعيد - الشرق,16200,0
EMP-15032,HIRE,2017-06-11,,بورسعيد,12769,0
EMP-12352,HIRE,2017-06-11,,الإسكندرية - سموحة,8899,0
EMP-15980,HIRE,2017-06-11,,التجمع,7805,0
EMP-11382,HIRE,2017-06-11,,القاهره المعادي,14612,0
EMP-10939,HIRE,2017-06-12,,الدقي,11896,0
EMP-15722,HIRE,2017-06-12,,فرع المعادي,19632,0
EMP-16615,HIRE,2017-06-14,,سموحة,13678,0
EMP-12146,HIRE,2017-06-14,,التجمع,8141,0
EMP-10656,HIRE,2017-06-14,,القاهرة - المعادي,13687,0
EMP-15899,HIRE,2017-06-15,,الجيزة - الدقي,17057,0
EMP-14362,HIRE,2017-06-15,,القاهرة - المعادي,8132,0
EMP-16248,HIRE,2017-06-16,,الإسكندرية - سموحة,19715,0
EMP-12227,HIRE,2017-06-18,,التجمع,18730,0
EMP-12818,HIRE,2017-06-19,,الجيزة - الدقي,12230,0
EMP-11090,HIRE,2017-06-20,,القاهره المعادي,15011,0
EMP-12909,HIRE,2017-06-20,,فرع المعادي,14959,0
EMP-10349,HIRE,2017-06-20,,القاهره المعادي,8852,0
EMP-14059,HIRE,2017-06-20,,القاهرة - التجمع الخامس,17211,0
EMP-16813,HIRE,2017-06-21,,الجيزة - الدقي,9427,0
EMP-12711,HIRE,2017-06-22,,الدقي,17805,0
EMP-10952,HIRE,2017-06-23,,فرع المعادي,11215,0
EMP-14354,HIRE,2017-06-23,,القاهرة - المعادي,10410,0
EMP-16268,HIRE,2017-06-23,,القاهرة - التجمع الخامس,11442,0
EMP-10277,HIRE,2017-06-24,,فرع المعادي,16724,0
EMP-14210,HIRE,2017-06-25,,بورسعيد - الشرق,17753,0
EMP-14557,HIRE,2017-06-25,,بورسعيد,18221,0
EMP-13215,HIRE,2017-06-26,,الإسكندرية - سموحة,7524,0
EMP-14373,HIRE,2017-06-26,,بورسعيد,9759,0
EMP-11093,HIRE,2017-06-26,,الاسكندرية سموحة,11126,0
EMP-15391,HIRE,2017-06-27,,الدقي,9025,0
EMP-11163,HIRE,2017-06-28,,القاهرة - المعادي,8536,0
EMP-16695,HIRE,2017-06-28,,بورسعيد - الشرق,12923,0
EMP-10494,HIRE,2017-06-28,,الجيزة - الدقي,13481,0
EMP-15520,HIRE,2017-06-29,,الدقي,16951,0
EMP-16015,HIRE,2017-06-29,,التجمع,9158,0
EMP-15845,HIRE,2017-06-29,,الاسكندرية سموحة,10125,0
EMP-11346,HIRE,2017-06-29,,الإسكندرية - سموحة,19383,0
EMP-13057,PROMOTION,2017-06-29,17436,21568,21568,0
EMP-12276,HIRE,2017-06-30,,الجيزة - الدقي,7213,0
EMP-14254,HIRE,2017-06-30,,الإسكندرية - سموحة,7136,0
EMP-11487,HIRE,2017-07-01,,الإسكندرية - سموحة,17795,0
EMP-15316,HIRE,2017-07-01,,الدقي,15764,0
EMP-16981,HIRE,2017-07-02,,القاهرة - التجمع الخامس,16511,0
EMP-13833,HIRE,2017-07-02,,التجمع,8461,0
EMP-10845,HIRE,2017-07-03,,الدقي,16191,0
EMP-10764,HIRE,2017-07-04,,القاهرة - التجمع الخامس,16276,0
EMP-15844,HIRE,2017-07-04,,بورسعيد - الشرق,9484,0
EMP-16691,HIRE,2017-07-05,,سموحة,9909,0
EMP-16333,HIRE,2017-07-05,,الاسكندرية سموحة,16296,0
EMP-10705,HIRE,2017-07-05,,بورسعيد,17897,0
EMP-10148,HIRE,2017-07-05,,الاسكندرية سموحة,15222,0
EMP-10651,HIRE,2017-07-06,,القاهرة - المعادي,13823,0
EMP-13849,HIRE,2017-07-06,,الاسكندرية سموحة,16538,0
EMP-13031,HIRE,2017-07-06,,سموحة,13764,0
EMP-16307,HIRE,2017-07-06,,سموحة,17314,0
EMP-14877,HIRE,2017-07-07,,بورسعيد - الشرق,19862,0
EMP-15475,HIRE,2017-07-07,,الاسكندرية سموحة,9920,0
EMP-10156,HIRE,2017-07-07,,بورسعيد,7491,0
EMP-12040,HIRE,2017-07-08,,سموحة,13215,0
EMP-15763,HIRE,2017-07-08,,بورسعيد - الشرق,12014,0
EMP-11869,HIRE,2017-07-09,,سموحة,10722,0
EMP-10048,HIRE,2017-07-11,,القاهرة - التجمع الخامس,7882,0
EMP-15065,PROMOTION,2017-07-11,16767,20471,20471,0
EMP-12854,HIRE,2017-07-12,,الدقي,12159,0
EMP-10808,HIRE,2017-07-12,,الدقي,10061,0
EMP-15597,PROMOTION,2017-07-12,14751,19722,19722,0
EMP-12485,HIRE,2017-07-12,,القاهره المعادي,13458,0
EMP-15508,HIRE,2017-07-12,,التجمع,19292,0
EMP-13846,TRANSFER,2017-07-12,الجيزة - الدقي,الجيزة - الدقي,12235,0
EMP-13280,HIRE,2017-07-13,,الدقي,17356,0
EMP-12068,HIRE,2017-07-13,,الدقي,19480,0
EMP-14887,HIRE,2017-07-14,,التجمع,16733,0
EMP-13777,TRANSFER,2017-07-15,سموحة,التجمع,9543,0
EMP-10844,HIRE,2017-07-15,,القاهره المعادي,15050,0
EMP-13372,HIRE,2017-07-15,,القاهرة - المعادي,13724,0
EMP-14467,HIRE,2017-07-15,,القاهره المعادي,13649,0
EMP-13473,HIRE,2017-07-16,,الاسكندرية سموحة,15828,0
EMP-16337,HIRE,2017-07-16,,القاهرة - المعادي,8736,0
EMP-11406,HIRE,2017-07-18,,بورسعيد,17200,0
EMP-11206,HIRE,2017-07-18,,سموحة,7888,0
EMP-13948,TERMINATION,2017-07-18,ACTIVE,Fired,8608,1
EMP-11599,HIRE,2017-07-19,,القاهره المعادي,14891,0
EMP-16853,HIRE,2017-07-19,,التجمع,18187,0
EMP-16600,HIRE,2017-07-20,,بورسعيد - الشرق,16020,0
EMP-11734,HIRE,2017-07-21,,القاهره المعادي,9417,0
EMP-11100,HIRE,2017-07-21,,القاهرة - المعادي,15516,0
EMP-10289,TERMINATION,2017-07-21,ACTIVE,Resignation,10122,1
EMP-11734,HIRE,2017-07-21,,القاهره المعادي,9417,0
EMP-16022,HIRE,2017-07-22,,الدقي,19660,0
EMP-14085,HIRE,2017-07-22,,الاسكندرية سموحة,7053,0
